periodico,Tipo de distribución geográfica,Estado,Municipio,Puntos cerrados e Identificados,Total
EL DIARIO DE CIUDAD VICTORIA ,Local,Tamaulipas,Victoria,,11125
EL DIARIO DE CIUDAD VICTORIA ,Local,Tamaulipas,Villagran,,195
EL DIARIO DE CIUDAD VICTORIA ,Local,Tamaulipas,Xicotencatl,,210
"""EL MAÑANA"" EL PERIODICO QUE VA CON EL PUEBLO ",Local,Tamaulipas,Nuevo Laredo,,10500
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Local,Nuevo León,Monterrey,,500
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Local,Tamaulipas,Reynosa,,42000
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Local,Tamaulipas,Miguel Aleman,,5000
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Local,Tamaulipas,Rio Bravo,,5500
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Local,Tamaulipas,Valle Hermoso,,500
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Local,Tamaulipas,Victoria,,8000
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Local,Tamaulipas,San Fernando,,500
EL MAÑANA GRAN DIARIO INDEPENDIENTE ,Internacional,Estados Unidos,,,8000
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Abasolo,,220
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Aldama,,300
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Altamira,,350
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Antiguo Morelos,,240
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Burgos,,200
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Bustamante,,260
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Ciudad Madero,,390
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,El Mante,,5250
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Gomez Farias,,170
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Gonzalez,,180
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,G_Emez,,420
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Hidalgo,,400
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Jaumave,,600
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Jimenez,,155
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Llera,,1125
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Mainero,,110
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Matamoros,,470
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Mendez,,160
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Miquihuana,,135
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Nuevo Morelos,,320
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Ocampo,,190
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Padilla,,750
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Palmillas,,270
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Reynosa,,1700
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Rio Bravo,,525
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,San Carlos,,175
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,San Fernando,,2950
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,San Nicolas,,150
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Soto La Marina,,400
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Tampico,,2250
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Tula,,380
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Victoria,,15970
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Varios Municipios,,270
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Villagran,,225
EL MERCURIO DE TAMAULIPAS ,Local,Tamaulipas,Xicotencatl,,270
EL SOL DE TAMPICO ,Local,Tamaulipas,Tula,,1405
EL SOL DE TAMPICO ,Local,Tamaulipas,El Mante,,2492
EL SOL DE TAMPICO ,Local,Tamaulipas,Xicotencatl,,1605
EL SOL DE TAMPICO ,Local,Tamaulipas,Altamira,,3321
EL SOL DE TAMPICO ,Local,Tamaulipas,Ciudad Madero,,19953
EL SOL DE TAMPICO ,Local,Tamaulipas,Tampico,,23577
EL SOL DE TAMPICO ,Local,Tamaulipas,Gonzalez,,783
EL SOL DE TAMPICO ,Local,Tamaulipas,Ciudad Victoria,,771
EL SOL DE TAMPICO ,Local,Tamaulipas,Aldama,,562
EXPRESO ,Local,Tamaulipas,Abasolo,,150
EXPRESO ,Local,Tamaulipas,Bustamante,,150
EXPRESO ,Local,Tamaulipas,G_Emez,,200
EXPRESO ,Local,Tamaulipas,Hidalgo,,150
EXPRESO ,Local,Tamaulipas,Jaumave,,150
EXPRESO ,Local,Tamaulipas,Llera,,150
EXPRESO ,Local,Tamaulipas,Miquihuana,,150
EXPRESO ,Local,Tamaulipas,Padilla,,150
EXPRESO ,Local,Tamaulipas,San Fernando,,150
EXPRESO ,Local,Tamaulipas,Soto La Marina,,250
EXPRESO ,Local,Tamaulipas,Victoria,,19500
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,Antiguo Morelos,,250
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,El Mante,,8450
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,Gomez Farias,,350
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,Gonzalez,,400
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,Nuevo Morelos,,200
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,Ocampo,,150
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,Victoria,,100
EXPRESO DE CIUDAD MANTE ,Local,Tamaulipas,Xicotencatl,,700
HORA CERO ,Local,Tamaulipas,Matamoros,,3000
HORA CERO ,Local,Tamaulipas,Miguel Aleman,,500
HORA CERO ,Local,Tamaulipas,Reynosa,,7000
HORA CERO ,Local,Tamaulipas,Rio Bravo,,2500
HORA CERO ,Internacional,Estados Unidos,,,5500
LA RAZON ,Local,Tamaulipas,Altamira,,6500
LA RAZON ,Local,Tamaulipas,Ciudad Madero,,8300
LA RAZON ,Local,Tamaulipas,El Mante,,300
LA RAZON ,Local,Tamaulipas,Gonzalez,,300
LA RAZON ,Local,Tamaulipas,Tampico,,10500
LA RAZON ,Local,Tamaulipas,Victoria,,550
LA RAZON ,Local,Tamaulipas,Aldama,,250
LA RAZON ,Local,Veracruz,Panuco,,650
LA RAZON ,Local,Veracruz,Pueblo Viejo,,350
LA RAZON ,Local,Veracruz,Tampico Alto,,250
MILENIO DIARIO TAMAULIPAS ,Local,San Luis Potosí,,,1586
MILENIO DIARIO TAMAULIPAS ,Local,Tamaulipas,,,12373
MILENIO DIARIO TAMAULIPAS ,Local,Veracruz,,,2622
NUEVO LAREDO DE TARDE ,Local,Tamaulipas,Nuevo Laredo,,12300
NUEVO LAREDO DE TARDE ,Internacional,Estados Unidos,,,2700
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Tamaulipas,Altamira,,1013
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Tamaulipas,Ciudad Madero,,1267
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Tamaulipas,Tampico,,1393
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Tamaulipas,Victoria,,507
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Veracruz,El Higo,,190
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Veracruz,Panuco,,317
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Veracruz,Pueblo Viejo,,190
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Veracruz,Tampico Alto,,127
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Veracruz,Tantoyuca,,190
TAMAULIPAS Y VERACRUZ DEBATE DIARIO Y SEMANARIO DE OPINION INDEPENDIENTE ,Local,Veracruz,Xalapa,,506
TINTA Y PLUMA DESDE AQUI ,Local,Tamaulipas,Matamoros,,1350
TINTA Y PLUMA DESDE AQUI ,Local,Tamaulipas,Reynosa,,1678
TINTA Y PLUMA DESDE AQUI ,Local,Tamaulipas,Rio Bravo,,330
TINTA Y PLUMA DESDE AQUI ,Local,Tamaulipas,Valle Hermoso,,170
TINTA Y PLUMA DESDE AQUI ,Local,Tamaulipas,Victoria,,890
EL SOL DE TLAXCALA ,Local,Tlaxcala,Tlaxcala,,18884
EL SOL DE TLAXCALA ,Local,Tlaxcala,Chiautempan,,1236
EL SOL DE TLAXCALA ,Local,Tlaxcala,Calpulalpan,,726
EL SOL DE TLAXCALA ,Local,Tlaxcala,Zacatelco,,733
EL SOL DE TLAXCALA ,Local,Tlaxcala,Apizaco,,1616
EL SOL DE TLAXCALA ,Local,Tlaxcala,Huamantla,,920
CRÓNICA DE XALAPA ,Local,Veracruz,Banderilla,,510
CRÓNICA DE XALAPA ,Local,Veracruz,Coatepec,,2048
CRÓNICA DE XALAPA ,Local,Veracruz,Emiliano Zapata,,470
CRÓNICA DE XALAPA ,Local,Veracruz,Xalapa,,10480
CRÓNICA DE XALAPA ,Local,Veracruz,Xico,,835
"DIARIO CARDEL, VOZ DE TU TIEMPO ",Local,Veracruz,Actopan,,515
"DIARIO CARDEL, VOZ DE TU TIEMPO ",Local,Veracruz,"Antigua, La",,5682
"DIARIO CARDEL, VOZ DE TU TIEMPO ",Local,Veracruz,Paso De Ovejas,,515
"DIARIO CARDEL, VOZ DE TU TIEMPO ",Local,Veracruz,Puente Nacional,,515
"DIARIO CARDEL, VOZ DE TU TIEMPO ",Local,Veracruz,Ursulo Galvan,,3100
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Chinameca,,430
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Jaltipan,,1395
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Oteapan,,90
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Mecayapan,,90
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Pajapan,,90
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Soteapan,,90
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Tatahuicapan De Juarez,,90
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Acayucan,,6147
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Jesus Carranza,,785
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Hueyapan De Ocampo,,1570
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,San Juan Evangelista,,870
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Sayula De Aleman,,870
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Soconusco,,90
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Texistepec,,260
"DIARIO DE ACAYUCAN, LA VOZ DE LA GENTE ",Local,Veracruz,Oluta,,90
DIARIO DE XALAPA ,Local,Puebla,Teziutlan,,802
DIARIO DE XALAPA ,Local,Veracruz,Acajete,,458
DIARIO DE XALAPA ,Local,Veracruz,Actopan,,172
DIARIO DE XALAPA ,Local,Veracruz,Alto Lucero De Gutierrez Barrios,,34
DIARIO DE XALAPA ,Local,Veracruz,Las Vigas De Ramirez,,458
DIARIO DE XALAPA ,Local,Veracruz,Lerdo De Tejada,,23
DIARIO DE XALAPA ,Local,Veracruz,Martinez De La Torre,,1099
DIARIO DE XALAPA ,Local,Veracruz,Misantla,,1031
DIARIO DE XALAPA ,Local,Veracruz,Naolinco,,229
DIARIO DE XALAPA ,Local,Veracruz,Nautla,,18
DIARIO DE XALAPA ,Local,Veracruz,Orizaba,,1947
DIARIO DE XALAPA ,Local,Veracruz,Papantla,,18
DIARIO DE XALAPA ,Local,Veracruz,Perote,,1832
DIARIO DE XALAPA ,Local,Veracruz,Poza Rica De Hidalgo,,1753
DIARIO DE XALAPA ,Local,Veracruz,Puente Nacional,,802
DIARIO DE XALAPA ,Local,Veracruz,San Andres Tuxtla,,57
DIARIO DE XALAPA ,Local,Veracruz,Altotonga,,1282
DIARIO DE XALAPA ,Local,Veracruz,Alvarado,,41
DIARIO DE XALAPA ,Local,Veracruz,Angel R. Cabada,,23
DIARIO DE XALAPA ,Local,Veracruz,Atzacan,,23
DIARIO DE XALAPA ,Local,Veracruz,Banderilla,,916
DIARIO DE XALAPA ,Local,Veracruz,Catemaco,,46
DIARIO DE XALAPA ,Local,Veracruz,Coatepec,,320
DIARIO DE XALAPA ,Local,Veracruz,Cordoba,,2290
DIARIO DE XALAPA ,Local,Veracruz,Cosautlan De Carvajal,,102
DIARIO DE XALAPA ,Local,Veracruz,Coscomatepec,,275
DIARIO DE XALAPA ,Local,Veracruz,Emiliano Zapata,,356
DIARIO DE XALAPA ,Local,Veracruz,Fortin,,435
DIARIO DE XALAPA ,Local,Veracruz,Gutierrez Zamora,,18
DIARIO DE XALAPA ,Local,Veracruz,Huatusco,,344
DIARIO DE XALAPA ,Local,Veracruz,Jalacingo,,962
DIARIO DE XALAPA ,Local,Veracruz,Jilotepec,,458
DIARIO DE XALAPA ,Local,Veracruz,La Antigua,,275
DIARIO DE XALAPA ,Local,Veracruz,Santiago Tuxtla,,23
DIARIO DE XALAPA ,Local,Veracruz,Tecolutla,,18
DIARIO DE XALAPA ,Local,Veracruz,Teocelo,,448
DIARIO DE XALAPA ,Local,Veracruz,Tlaltetela,,27
DIARIO DE XALAPA ,Local,Veracruz,Tlapacoyan,,1077
DIARIO DE XALAPA ,Local,Veracruz,Totutla,,23
DIARIO DE XALAPA ,Local,Veracruz,Tuxpan,,23
DIARIO DE XALAPA ,Local,Veracruz,Ursulo Galvan,,103
DIARIO DE XALAPA ,Local,Veracruz,Vega De Alatorre,,50
DIARIO DE XALAPA ,Local,Veracruz,Veracruz,,2061
DIARIO DE XALAPA ,Local,Veracruz,Xalapa,,23209
DIARIO DE XALAPA ,Local,Veracruz,Xico,,448
DIARIO DEL ISTMO ,Local,Veracruz,Cuichapa,,420
DIARIO DEL ISTMO ,Local,Veracruz,Hueyapan De Ocampo,,630
DIARIO DEL ISTMO ,Local,Veracruz,Ixhuatlan Del Sureste,,260
DIARIO DEL ISTMO ,Local,Veracruz,Jaltipan,,1480
DIARIO DEL ISTMO ,Local,Veracruz,Jose Azueta,,800
DIARIO DEL ISTMO ,Local,Veracruz,Juan Rodriguez Clara,,610
DIARIO DEL ISTMO ,Local,Veracruz,Las Choapas,,1350
DIARIO DEL ISTMO ,Local,Veracruz,Minatitlan,,5410
DIARIO DEL ISTMO ,Local,Veracruz,Oteapan,,840
DIARIO DEL ISTMO ,Local,Veracruz,San Andres Tuxtla,,2060
DIARIO DEL ISTMO ,Local,Veracruz,Veracruz,,8970
DIARIO DEL ISTMO ,Local,Veracruz,Xalapa,,9780
DIARIO DEL ISTMO ,Local,Veracruz,Santiago Tuxtla,,2720
DIARIO DEL ISTMO ,Local,Veracruz,Acayucan,,3580
DIARIO DEL ISTMO ,Local,Veracruz,Agua Dulce,,540
DIARIO DEL ISTMO ,Local,Veracruz,Catemaco,,440
DIARIO DEL ISTMO ,Local,Veracruz,Coatzacoalcos,,13205
DIARIO DEL ISTMO ,Local,Veracruz,Cosoleacaque,,700
EL BUEN TONO ,Local,Veracruz,Cordoba,,17800
EL BUEN TONO ,Local,Veracruz,Cuitlahuac,,320
EL BUEN TONO ,Local,Veracruz,Coscomatepec,,250
EL BUEN TONO ,Local,Veracruz,Amatlan De Los Reyes,,250
EL BUEN TONO ,Local,Veracruz,Atoyac,,520
EL BUEN TONO ,Local,Veracruz,Chocaman,,250
EL BUEN TONO ,Local,Veracruz,Cuichapa,,150
EL BUEN TONO ,Local,Veracruz,Fortin,,570
EL BUEN TONO ,Local,Veracruz,Omealca,,350
EL BUEN TONO ,Local,Veracruz,Tezonapa,,437
EL BUEN TONO ,Local,Veracruz,Yanga,,350
EL BUEN TONO ,Local,Veracruz,Huatusco,,540
EL BUEN TONO ,Local,Veracruz,Ixhuatlan Del Cafe,,150
EL BUEN TONO ,Local,Veracruz,Monte Blanco,,150
EL BUEN TONO ,Local,Veracruz,Paso Del Macho,,350
EL BUEN TONO ORIZABA ,Local,Veracruz,Atzacan,,250
EL BUEN TONO ORIZABA ,Local,Veracruz,Cd. Mendoza,,500
EL BUEN TONO ORIZABA ,Local,Veracruz,Huiloapan De Cuauhtemoc,,200
EL BUEN TONO ORIZABA ,Local,Veracruz,Ixtaczoquitlan,,595
EL BUEN TONO ORIZABA ,Local,Veracruz,La Perla,,170
EL BUEN TONO ORIZABA ,Local,Veracruz,Mariano Escobedo,,237
EL BUEN TONO ORIZABA ,Local,Veracruz,Nogales,,500
EL BUEN TONO ORIZABA ,Local,Veracruz,Orizaba,,12800
EL BUEN TONO ORIZABA ,Local,Veracruz,Rafael Delgado,,200
EL BUEN TONO ORIZABA ,Local,Veracruz,Rio Blanco,,500
EL BUEN TONO ORIZABA ,Local,Veracruz,Zongolica,,200
EL DIARIO DE MINATITLAN ,Local,Veracruz,Chinameca,,250
EL DIARIO DE MINATITLAN ,Local,Veracruz,Cosoleacaque,,1540
EL DIARIO DE MINATITLAN ,Local,Veracruz,Jaltipan,,1080
EL DIARIO DE MINATITLAN ,Local,Veracruz,Hidalgotitlan,,930
EL DIARIO DE MINATITLAN ,Local,Veracruz,Mecayapan,,350
EL DIARIO DE MINATITLAN ,Local,Veracruz,Minatitlan,,5167
EL DIARIO DE MINATITLAN ,Local,Veracruz,Oteapan,,220
EL DIARIO DE MINATITLAN ,Local,Veracruz,Pajapan,,290
EL DIARIO DE MINATITLAN ,Local,Veracruz,Soteapan,,340
EL DIARIO DE MINATITLAN ,Local,Veracruz,Tatahuicapan De Juarez,,350
EL DIARIO DE MINATITLAN ,Local,Veracruz,Xalapa,,460
EL DIARIO DE MINATITLAN ,Local,Veracruz,Zaragoza,,360
EL DICTAMEN ,Local,Veracruz,Alvarado,,492
EL DICTAMEN ,Local,Veracruz,Amatitlan,,86
EL DICTAMEN ,Local,Veracruz,Angel R. Cabada,,96
EL DICTAMEN ,Local,Veracruz,Carlos A. Carrillo,,95
EL DICTAMEN ,Local,Veracruz,Catemaco,,176
EL DICTAMEN ,Local,Veracruz,Coatzacoalcos,,172
EL DICTAMEN ,Local,Veracruz,Cordoba,,416
EL DICTAMEN ,Local,Veracruz,Cosamaloapan,,927
EL DICTAMEN ,Local,Veracruz,Cotaxtla,,124
EL DICTAMEN ,Local,Veracruz,Fortin,,43
EL DICTAMEN ,Local,Veracruz,Huatusco,,45
EL DICTAMEN ,Local,Veracruz,Ignacio De La Llave,,41
EL DICTAMEN ,Local,Veracruz,Isla,,97
EL DICTAMEN ,Local,Veracruz,Jamapa,,41
EL DICTAMEN ,Local,Veracruz,Jose Azueta,,128
EL DICTAMEN ,Local,Veracruz,La Antigua,,715
EL DICTAMEN ,Local,Veracruz,Lerdo De Tejada,,103
EL DICTAMEN ,Local,Veracruz,Medellin,,37
EL DICTAMEN ,Local,Veracruz,Orizaba,,298
EL DICTAMEN ,Local,Veracruz,Paso De Ovejas,,171
EL DICTAMEN ,Local,Veracruz,Paso Del Macho,,30
EL DICTAMEN ,Local,Veracruz,Paso Del Toro,,38
EL DICTAMEN ,Local,Veracruz,Playa Vicente,,95
EL DICTAMEN ,Local,Veracruz,Puente Nacional,,20
EL DICTAMEN ,Local,Veracruz,Juan Rodriguez Clara,,303
EL DICTAMEN ,Local,Veracruz,San Andres Tuxtla,,305
EL DICTAMEN ,Local,Veracruz,Santiago Tuxtla,,84
EL DICTAMEN ,Local,Veracruz,Soledad De Doblado,,83
EL DICTAMEN ,Local,Veracruz,Tuxtepec,,76
EL DICTAMEN ,Local,Veracruz,Tierra Blanca,,392
EL DICTAMEN ,Local,Veracruz,Tlacotalpan,,390
EL DICTAMEN ,Local,Veracruz,Tlalixcoyan,,300
EL DICTAMEN ,Local,Veracruz,Tres Valles,,152
EL DICTAMEN ,Local,Veracruz,Ursulo Galvan,,183
EL DICTAMEN ,Local,Veracruz,Veracruz,,25473
EL DICTAMEN ,Local,Veracruz,Xalapa,,875
EL DICTAMEN ,Local,Veracruz,Yanga,,13
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Acayucan,,620
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Agua Dulce,,260
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Cosoleacaque,,355
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Ixhuatlan Del Cafe,,185
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Las Choapas,,1340
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Minatitlan,,1350
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Moloacan,,325
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Nanchital De Lazaro Cardenas Del R.,,630
EL HERALDO DE COATZACOALCOS ,Local,Veracruz,Coatzacoalcos,,11801
EL HERALDO DE MARTINEZ ,Local,Veracruz,Altotonga,,647
EL HERALDO DE MARTINEZ ,Local,Veracruz,Atzalan,,1410
EL HERALDO DE MARTINEZ ,Local,Veracruz,Misantla,,1192
EL HERALDO DE MARTINEZ ,Local,Veracruz,Nautla,,968
EL HERALDO DE MARTINEZ ,Local,Veracruz,San Rafael,,308
EL HERALDO DE MARTINEZ ,Local,Veracruz,Tecolutla,,566
EL HERALDO DE MARTINEZ ,Local,Veracruz,Tlapacoyan,,553
EL HERALDO DE MARTINEZ ,Local,Veracruz,Martinez De La Torre,,6969
EL HERALDO DE POZA RICA ,Local,Veracruz,Coatzintla,,320
EL HERALDO DE POZA RICA ,Local,Veracruz,Coxquihui,,190
EL HERALDO DE POZA RICA ,Local,Veracruz,Espinal,,225
EL HERALDO DE POZA RICA ,Local,Veracruz,Filomeno Mata,,130
EL HERALDO DE POZA RICA ,Local,Veracruz,Gutierrez Zamora,,555
EL HERALDO DE POZA RICA ,Local,Veracruz,Papantla,,425
EL HERALDO DE POZA RICA ,Local,Veracruz,Tecolutla,,270
EL HERALDO DE POZA RICA ,Local,Veracruz,Tihuatlan,,220
EL HERALDO DE POZA RICA ,Local,Veracruz,Zozocolco De Hidalgo,,180
EL HERALDO DE POZA RICA ,Local,Veracruz,Poza Rica De Hidalgo,,9991
EL HERALDO DE TUXPAN ,Local,Veracruz,Temapache,,895
EL HERALDO DE TUXPAN ,Local,Veracruz,Naranjos,,950
EL HERALDO DE TUXPAN ,Local,Veracruz,Tamiahua,,350
EL HERALDO DE TUXPAN ,Local,Veracruz,Tuxpan,,7669
EL HERALDO DE TUXPAN ,Local,Veracruz,Cerro Azul,,755
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Medellin,,1161
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,"Antigua, La",,1090
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Alvarado,,910
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Jamapa,,460
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Paso De Ovejas,,464
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Puente Nacional,,532
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Ursulo Galvan,,705
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Veracruz,,3793
EL HERALDO DE VERACRUZ (PERIÓDICO) ,Local,Veracruz,Boca Del Rio,,6549
EL HERALDO DE XALAPA ,Local,Veracruz,Altotonga,,345
EL HERALDO DE XALAPA ,Local,Veracruz,Atzalan,,300
EL HERALDO DE XALAPA ,Local,Veracruz,Banderilla,,665
EL HERALDO DE XALAPA ,Local,Veracruz,Boca Del Rio,,850
EL HERALDO DE XALAPA ,Local,Veracruz,Coatepec,,855
EL HERALDO DE XALAPA ,Local,Veracruz,Emiliano Zapata,,663
EL HERALDO DE XALAPA ,Local,Veracruz,Perote,,560
EL HERALDO DE XALAPA ,Local,Veracruz,Veracruz,,836
EL HERALDO DE XALAPA ,Local,Veracruz,Tlapacoyan,,615
EL HERALDO DE XALAPA ,Local,Veracruz,Xico,,350
EL HERALDO DE XALAPA ,Local,Veracruz,Xalapa,,12856
IMAGEN DE VERACRUZ ,Local,Veracruz,Otatitlan,,120
IMAGEN DE VERACRUZ ,Local,Veracruz,Acatlan,,120
IMAGEN DE VERACRUZ ,Local,Veracruz,Actopan,,300
IMAGEN DE VERACRUZ ,Local,Veracruz,Alamo Temapache,,260
IMAGEN DE VERACRUZ ,Local,Veracruz,Alto Lucero De Gutierrez Barrios,,120
IMAGEN DE VERACRUZ ,Local,Veracruz,Alvarado,,180
IMAGEN DE VERACRUZ ,Local,Veracruz,Amatitlan,,120
IMAGEN DE VERACRUZ ,Local,Veracruz,Angel R. Cabada,,230
IMAGEN DE VERACRUZ ,Local,Veracruz,Atoyac,,430
IMAGEN DE VERACRUZ ,Local,Veracruz,Banderilla,,170
IMAGEN DE VERACRUZ ,Local,Veracruz,Boca Del Rio,,2130
IMAGEN DE VERACRUZ ,Local,Veracruz,Camaron De Tejeda,,250
IMAGEN DE VERACRUZ ,Local,Veracruz,Camerino Z. Mendoza,,170
IMAGEN DE VERACRUZ ,Local,Veracruz,Carlos A. Carrillo,,140
IMAGEN DE VERACRUZ ,Local,Veracruz,Catemaco,,340
IMAGEN DE VERACRUZ ,Local,Veracruz,Chacaltianguis,,450
IMAGEN DE VERACRUZ ,Local,Veracruz,Chiconquiaco,,340
IMAGEN DE VERACRUZ ,Local,Veracruz,Cordoba,,510
IMAGEN DE VERACRUZ ,Local,Veracruz,Cosamaloapan,,300
IMAGEN DE VERACRUZ ,Local,Veracruz,Cuitlahuac,,230
IMAGEN DE VERACRUZ ,Local,Veracruz,El Higo,,170
IMAGEN DE VERACRUZ ,Local,Veracruz,Emiliano Zapata,,180
IMAGEN DE VERACRUZ ,Local,Veracruz,Fortin,,280
IMAGEN DE VERACRUZ ,Local,Veracruz,Huatusco,,340
IMAGEN DE VERACRUZ ,Local,Veracruz,Hueyapan De Ocampo,,320
IMAGEN DE VERACRUZ ,Local,Veracruz,Ignacio De La Llave,,230
IMAGEN DE VERACRUZ ,Local,Veracruz,Isla,,230
IMAGEN DE VERACRUZ ,Local,Veracruz,Ixhuacan De Los Reyes,,170
IMAGEN DE VERACRUZ ,Local,Veracruz,Ixhuatlan De Madero,,195
IMAGEN DE VERACRUZ ,Local,Veracruz,Ixtaczoquitlan,,310
IMAGEN DE VERACRUZ ,Local,Veracruz,Jamapa,,280
IMAGEN DE VERACRUZ ,Local,Veracruz,Jose Azueta,,170
