periodico,Tipo de distribución geográfica,Estado,Municipio,Puntos cerrados e Identificados,Total
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Asientos,,30
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Calvillo,,287
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Cosio,,29
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,El Llano,,19
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Jesus Maria,,412
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Pabellon De Arteaga,,195
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Rincon De Romos,,249
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,San Francisco De Los Romo,,189
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,San Jose De Gracia,,65
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Tepezala,,32
AGUASCALIENTES EL HERALDO ,Local,Aguascalientes,Aguascalientes,,15977
AGUASCALIENTES EL HERALDO ,Local,Jalisco,Encarnacion De Diaz,,30
AGUASCALIENTES EL HERALDO ,Local,Jalisco,Teocaltiche,,71
AGUASCALIENTES EL HERALDO ,Local,Zacatecas,Loreto,,155
AGUASCALIENTES EL HERALDO ,Local,Zacatecas,Luis Moya,,30
AGUASCALIENTES EL HERALDO ,Local,Zacatecas,Villa Garcia,,20
EL SOL DEL CENTRO ,Local,Aguascalientes,Jesus Maria,,258
EL SOL DEL CENTRO ,Local,Aguascalientes,Rincon De Romos,,198
EL SOL DEL CENTRO ,Local,Aguascalientes,Calvillo,,329
EL SOL DEL CENTRO ,Local,Aguascalientes,San Francisco De Los Romo,,95
EL SOL DEL CENTRO ,Local,Aguascalientes,Aguascalientes,,11366
EL SOL DEL CENTRO ,Local,Jalisco,Encarnacion De Diaz,,135
EL SOL DEL CENTRO ,Local,Jalisco,Villa Hidalgo,,150
EL SOL DEL CENTRO ,Local,Zacatecas,Loreto,,206
EL SOL DEL CENTRO ,Local,Zacatecas,Luis Moya,,83
EL SOL DEL CENTRO ,Local,Zacatecas,Ojocaliente,,66
EL SOL DEL CENTRO ,Local,Zacatecas,Villa Garcia,,72
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,San Francisco De Los Romo,,20
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Aguascalientes,,688
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Asientos,,60
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Calvillo,,30
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Cosio,,30
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,El Llano,,10
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Jesus Maria,,90
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Pabellon De Arteaga,,40
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Rincon De Romos,,60
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,San Jose De Gracia,,20
MIÉRCOLES DE EL CIRCO ,Local,Aguascalientes,Tepezala,,10
MIÉRCOLES DE EL CIRCO ,Local,Jalisco,Villa Hidalgo,,10
MIÉRCOLES DE EL CIRCO ,Local,Jalisco,Ojuelos De Jalisco,,40
MIÉRCOLES DE EL CIRCO ,Local,Jalisco,Lagos De Moreno,,650
MIÉRCOLES DE EL CIRCO ,Local,Jalisco,Teocaltiche,,20
MIÉRCOLES DE EL CIRCO ,Local,Jalisco,Encarnacion De Diaz,,20
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Calera,,500
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Fresnillo,,990
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,General Enrique Estrada,,20
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Guadalupe,,130
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Jerez,,60
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Loreto,,60
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Luis Moya,,20
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Ojocaliente,,20
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Trancoso,,10
MIÉRCOLES DE EL CIRCO ,Local,Zacatecas,Zacatecas,,440
EL MEXICANO GRAN DIARIO REGIONAL ,Local,Baja California,Playas De Rosarito,,3280
EL MEXICANO GRAN DIARIO REGIONAL ,Local,Baja California,Tecate,,3395
EL MEXICANO GRAN DIARIO REGIONAL ,Local,Baja California,Tijuana,,23580
EL MEXICANO GRAN DIARIO REGIONAL ,Internacional,Estados Unidos,,,3180
EL MEXICANO GRAN DIARIO REGIONAL ENSENADA ,Local,Baja California,Ensenada,,10390
EL MEXICANO GRAN DIARIO REGIONAL ENSENADA ,Local,Baja California,Vicente Guerrero,,246
EL MEXICANO GRAN DIARIO REGIONAL MEXICALI ,Local,Baja California,Mexicali,,4410
EL MEXICANO GRAN DIARIO REGIONAL MEXICALI ,Local,Sonora,San Luis Rio Colorado,,840
EL MEXICANO GRAN DIARIO REGIONAL MEXICALI ,Internacional,Estados Unidos,,,150
EL RAPIDÍN LAS NOTICIAS COMO VA ,Local,Baja California,Tijuana,,10456
EL SOL DE TIJUANA ,Local,Baja California,Tecate,,223
EL SOL DE TIJUANA ,Local,Baja California,Playas De Rosarito,,129
EL SOL DE TIJUANA ,Local,Baja California,Mexicali,,216
EL SOL DE TIJUANA ,Local,Baja California,Tijuana,,5143
EL SOL DE TIJUANA ,Internacional,Estados Unidos,,,194
EL VIGÍA PERIODISMO CON LA GENTE ,Local,Baja California,Ensenada,,15000
FRONTERA DIARIO INDEPENDIENTE DE TIJUANA ,Local,Baja California,Ensenada,,294
FRONTERA DIARIO INDEPENDIENTE DE TIJUANA ,Local,Baja California,Playas De Rosarito,,1508
FRONTERA DIARIO INDEPENDIENTE DE TIJUANA ,Local,Baja California,Tecate,,1683
FRONTERA DIARIO INDEPENDIENTE DE TIJUANA ,Local,Baja California,Tijuana,,33285
FRONTERA DIARIO INDEPENDIENTE DE TIJUANA ,Internacional,Estados Unidos,,,135
FRONTERA ENSENADA ,Local,Baja California,Ensenada,,7161
FRONTERA ENSENADA ,Local,Baja California,Playas De Rosarito,,418
FRONTERA ENSENADA ,Local,Baja California,Tecate,,468
FRONTERA ENSENADA ,Local,Baja California,Tijuana,,2185
FRONTERA ENSENADA ,Internacional,Estados Unidos,,,105
INFOBAJA ,Local,Baja California,Ensenada,,1250
INFOBAJA ,Local,Baja California,Rosarito,,1250
INFOBAJA ,Local,Baja California,Mexicali,,2500
INFOBAJA ,Local,Baja California,Tecate,,1250
INFOBAJA ,Local,Baja California,Tijuana,,17500
INFOBAJA ,Internacional,Estados Unidos,,,1250
LA CRÓNICA DIARIO INDEPENDIENTE DE BAJA CALIFORNIA ,Local,Baja California,Mexicali,,22536
LA CRÓNICA DIARIO INDEPENDIENTE DE BAJA CALIFORNIA ,Local,Sonora,San Luis Rio Colorado,,2877
LA CRÓNICA DIARIO INDEPENDIENTE DE BAJA CALIFORNIA ,Internacional,Estados Unidos,,,881
LA SEGUNDA ,Local,Baja California,Ensenada,,270
LA SEGUNDA ,Local,Baja California,Playas De Rosarito,,610
LA SEGUNDA ,Local,Baja California,Tecate,,680
LA SEGUNDA ,Local,Baja California,Tijuana,,13304
LA SEGUNDA ,Local,Baja California,Mexicali,,4360
LA SEGUNDA ,Internacional,Estados Unidos,,,520
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Internacional,Estados Unidos,,,316
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Local,Baja California,Ensenada,,720
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Local,Baja California,Mexicali,,1239
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Local,Baja California,Playas De Rosarito,,341
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Local,Baja California,Tecate,,90
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Local,Baja California,Tijuana,,6668
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Local,Baja California Sur,La Paz,,463
ZETA EN BAJA CALIFORNIA LIBRE COMO EL VIENTO ,Local,Baja California Sur,Los Cabos,,344
EL PENINSULAR ,Local,Baja California Sur,La Paz,,4635
EL PENINSULAR ,Local,Baja California Sur,Los Cabos,,1422
EL PENINSULAR ,Local,Baja California Sur,Comondu,,217
EL PENINSULAR ,Local,Baja California Sur,Loreto,,167
EL PENINSULAR ,Local,Baja California Sur,Mulege,,232
TRIBUNA DE LOS CABOS ,Local,Baja California Sur,Comondu,,490
TRIBUNA DE LOS CABOS ,Local,Baja California Sur,La Paz,,6120
TRIBUNA DE LOS CABOS ,Local,Baja California Sur,Loreto,,500
TRIBUNA DE LOS CABOS ,Local,Baja California Sur,Los Cabos,,15505
TRIBUNA DE LOS CABOS ,Local,Baja California Sur,Mulege,,870
CAMPECHE HOY ,Local,Campeche,Calkini,,1600
CAMPECHE HOY ,Local,Campeche,Campeche,,12000
CAMPECHE HOY ,Local,Campeche,Carmen,,5000
CAMPECHE HOY ,Local,Campeche,Champoton,,2500
CAMPECHE HOY ,Local,Campeche,Hecelchakan,,1200
CAMPECHE HOY ,Local,Campeche,Hopelchen,,1500
CAMPECHE HOY ,Local,Campeche,Palizada,,800
CAMPECHE HOY ,Local,Campeche,Tenabo,,900
CAMPECHE HOY ,Local,Campeche,Escarcega,,1800
CAMPECHE HOY ,Local,Campeche,Calakmul,,1300
CAMPECHE HOY ,Local,Campeche,Candelaria,,2400
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Calkini,,420
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Campeche,,14748
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Candelaria,,20
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Carmen,,5
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Champoton,,825
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Escarcega,,200
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Hecelchakan,,320
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Palizada,,5
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Campeche,Tenabo,,100
CAMPECHE LA I NOTICIAS PARA MÍ ,Local,Yucatán,Merida,,120
CRÓNICA DE CAMPECHE ,Local,Campeche,Calkini,,364
CRÓNICA DE CAMPECHE ,Local,Campeche,Campeche,,4498
CRÓNICA DE CAMPECHE ,Local,Campeche,Candelaria,,342
CRÓNICA DE CAMPECHE ,Local,Campeche,Carmen,,1449
CRÓNICA DE CAMPECHE ,Local,Campeche,Champoton,,454
CRÓNICA DE CAMPECHE ,Local,Campeche,Escarcega,,423
CRÓNICA DE CAMPECHE ,Local,Campeche,Hecelchakan,,315
CRÓNICA DE CAMPECHE ,Local,Campeche,Hopelchen,,288
CRÓNICA DE CAMPECHE ,Local,Campeche,Palizada,,139
CRÓNICA DE CAMPECHE ,Local,Campeche,Tenabo,,189
CRÓNICA DE CAMPECHE ,Local,Campeche,Xpujil,,90
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Calakmul,,200
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Calkini,,1300
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Campeche,,11000
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Candelaria,,300
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Carmen,,2000
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Champoton,,1000
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Escarcega,,600
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Hecelchakan,,600
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Hopelchen,,200
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Palizada,,500
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Tenabo,,300
DIARIO INDEPENDIENTE TRIBUNA ,Local,Campeche,Seybaplaya,,100
DIARIO INDEPENDIENTE TRIBUNA ,Local,Quintana Roo,Othon P. Blanco,,110
DIARIO INDEPENDIENTE TRIBUNA ,Local,Yucatán,Halacho,,35
DIARIO INDEPENDIENTE TRIBUNA ,Local,Yucatán,Kopoma,,20
DIARIO INDEPENDIENTE TRIBUNA ,Local,Yucatán,Maxcanu,,20
DIARIO INDEPENDIENTE TRIBUNA ,Local,Yucatán,Merida,,200
DIARIO INDEPENDIENTE TRIBUNA ,Local,Yucatán,Progreso,,30
DIARIO INDEPENDIENTE TRIBUNA ,Local,Yucatán,Uman,,20
NOVEDADES CAMPECHE ,Local,Campeche,Candelaria,,660
NOVEDADES CAMPECHE ,Local,Campeche,Carmen,,2200
NOVEDADES CAMPECHE ,Local,Campeche,Hecelchakan,,330
NOVEDADES CAMPECHE ,Local,Campeche,Tenabo,,90
NOVEDADES CAMPECHE ,Local,Campeche,Campeche,,5500
NOVEDADES CAMPECHE ,Local,Campeche,Champoton,,370
NOVEDADES CAMPECHE ,Local,Campeche,Calkini,,850
NOVEDADES CAMPECHE ,Local,Campeche,Escarcega,,1000
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Calkini,,500
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Campeche,,4300
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Candelaria,,350
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Carmen,,2200
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Champoton,,350
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Escarcega,,350
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Hecelchakan,,350
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Hopelchen,,300
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Palizada,,200
PERIODISMO SIN COMPROMISO EL EXPRESO DE CAMPECHE ,Local,Campeche,Tenabo,,100
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Calkini,,998
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Campeche,,3130
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Candelaria,,1740
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Carmen,,6804
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Champoton,,1075
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Escarcega,,3220
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Hecelchakan,,1080
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Hopelchen,,1668
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Palizada,,420
"POR ESTO! CAMPECHE DIGNIDAD, IDENTIDAD Y SOBERANÍA ",Local,Campeche,Tenabo,,445
CUARTO PODER ,Local,Chiapas,,,21919
DIARIO DE PALENQUE ,Local,Chiapas,Catazaja,,1040
DIARIO DE PALENQUE ,Local,Chiapas,La Libertad,,830
DIARIO DE PALENQUE ,Local,Chiapas,Palenque,,5376
DIARIO DE PALENQUE ,Local,Chiapas,Pichucalco,,1040
DIARIO DE PALENQUE ,Local,Chiapas,Tuxtla Gutierrez,,1250
DIARIO DE PALENQUE ,Local,Chiapas,Salto De Agua,,1250
DIARIO DE PALENQUE ,Local,Tabasco,Balancan,,1040
DIARIO DE PALENQUE ,Local,Tabasco,Tenosique,,3070
DIARIO DE PALENQUE ,Local,Tabasco,Emiliano Zapata,,1655
DIARIO DEL SUR ,Local,Chiapas,Tapachula,,8570
DIARIO DEL SUR ,Local,Chiapas,Cacahoatan,,149
DIARIO DEL SUR ,Local,Chiapas,Union Juarez,,162
DIARIO DEL SUR ,Local,Chiapas,Huixtla,,123
DIARIO DEL SUR ,Local,Chiapas,Metapa,,169
DIARIO DEL SUR ,Local,Chiapas,Tuxtla Gutierrez,,483
DIARIO DEL SUR ,Local,Chiapas,Huehuetan,,138
DIARIO DEL SUR ,Local,Chiapas,Pijijiapan,,333
DIARIO DEL SUR ,Local,Chiapas,Mazatan,,138
DIARIO DEL SUR ,Local,Chiapas,Frontera Comalapa,,161
DIARIO DEL SUR ,Local,Chiapas,Frontera Hidalgo,,92
DIARIO DEL SUR ,Local,Chiapas,Tonala,,161
DIARIO DEL SUR ,Local,Chiapas,Arriaga,,73
DIARIO DEL SUR ,Local,Chiapas,El Porvenir,,69
DIARIO DEL SUR ,Local,Chiapas,Cintalapa,,257
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Acala,,80
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Arriaga,,180
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Berriozabal,,40
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Bochil,,65
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Catazaja,,90
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Chiapa De Corzo,,50
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Chicoasen,,65
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Cintalapa,,210
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Comitan De Dominguez,,460
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Copainala,,100
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Frontera Comalapa,,80
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Jiquipilas,,65
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,La Trinitaria,,50
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Las Margaritas,,65
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Motozintla,,80
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Ocosingo,,400
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Ocozocoautla De Espinoza,,80
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Palenque,,320
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Pichucalco,,130
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Pijijiapan,,80
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Reforma,,135
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,San Cristobal De Las Casas,,1430
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,San Fernando,,65
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Suchiapa,,80
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Tapachula,,790
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Tonala,,210
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Tila,,160
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Tapilula,,80
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Tuxtla Gutierrez,,12784
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Villaflores,,130
EL DIARIO EXPRESIÓN DE CHIAPAS ,Local,Chiapas,Tecpatan,,50
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Arriaga,,266
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Berriozabal,,227
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Cintalapa,,245
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Mapastepec,,270
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Ocosingo,,610
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Ocozocoautla De Espinoza,,355
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Palenque,,620
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,San Cristobal De Las Casas,,660
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Tapachula,,310
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Tonala,,325
EL HERALDO DE TUXTLA GUTIERREZ ,Local,Chiapas,Tuxtla Gutierrez,,5558
EL ORBE ,Local,Chiapas,Acacoyagua,,230
EL ORBE ,Local,Chiapas,Acapetahua,,360
EL ORBE ,Local,Chiapas,Amatenango De La Frontera,,390
EL ORBE ,Local,Chiapas,Arriaga,,510
EL ORBE ,Local,Chiapas,Cacahoatan,,580
EL ORBE ,Local,Chiapas,El Porvenir,,180
EL ORBE ,Local,Chiapas,Escuintla,,410
EL ORBE ,Local,Chiapas,Frontera Comalapa,,940
EL ORBE ,Local,Chiapas,Frontera Hidalgo,,190
EL ORBE ,Local,Chiapas,Huehuetan,,450
EL ORBE ,Local,Chiapas,Huixtla,,700
EL ORBE ,Local,Chiapas,Mapastepec,,610
EL ORBE ,Local,Chiapas,Mazapa De Madero,,100
EL ORBE ,Local,Chiapas,Mazatan,,370
EL ORBE ,Local,Chiapas,Metapa,,70
EL ORBE ,Local,Chiapas,Motozintla,,930
EL ORBE ,Local,Chiapas,Pijijiapan,,690
EL ORBE ,Local,Chiapas,Siltepec,,450
EL ORBE ,Local,Chiapas,Tapachula,,4500
EL ORBE ,Local,Chiapas,Tonala,,1145
EL ORBE ,Local,Chiapas,Tuxtla Chico,,540
EL ORBE ,Local,Chiapas,Tuxtla Gutierrez,,1292
EL ORBE ,Local,Chiapas,Tuzantan,,410
EL ORBE ,Local,Chiapas,Union Juarez,,200
EL ORBE ,Local,Chiapas,Villa Comaltitlan,,370
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Berriozabal,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Chiapa De Corzo,,160
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Cintalapa,,160
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Coapilla,,40
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Comitan De Dominguez,,333
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Frontera Comalapa,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Mapastepec,,27
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Ocosingo,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Ocozocoautla De Espinoza,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Palenque,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,San Cristobal De Las Casas,,400
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,San Fernando,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Simojovel,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Suchiapa,,67
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Tapachula,,666
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Tonala,,200
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Tuxtla Gutierrez,,6946
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Venustiano Carranza,,66
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Villaflores,,66
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Bochil,,100
LA VOZ DEL SURESTE AUTENTICA EXPRESION DE LA PROVINCIA ,Local,Chiapas,Arriaga,,100
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Cacahoatan,,90
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Escuintla,,60
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Frontera Hidalgo,,20
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Mapastepec,,90
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Motozintla,,140
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Pijijiapan,,100
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Tapachula,,1729
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Tuxtla Chico,,75
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Tuzantan,,60
NOTICIAS DE CHIAPAS EL PODER DE LA NOTICIA EN TIEMPO REAL ,Local,Chiapas,Huixtla,,100
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Arriaga,,380
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Bochil,,220
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Cintalapa,,325
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Comitan De Dominguez,,450
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Chiapa De Corzo,,300
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Mapastepec,,200
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Ocosingo,,440
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Ocozocoautla De Espinoza,,190
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Palenque,,350
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Pichucalco,,300
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Pijijiapan,,300
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,San Cristobal De Las Casas,,750
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,San Fernando,,240
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Simojovel,,200
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Suchiapa,,210
